user_input,emotion_label,bot_response
I guess my mind won’t stop worrying more than usual.,fear,"When worries keep looping, it can help to pause and notice what is actually happening in the present moment There’s no need to rush your response."
"Honestly, my mind won’t stop worrying tonight.",fear,"When worries keep looping, it can help to pause and notice what is actually happening in the present moment."
I’m really hurting tonight.,sadness,That emptiness can be difficult to sit with. Be gentle with yourself while you move through it.
I feel lonely even around people lately.,sadness,Feeling alone while surrounded by others can be especially painful. It may help to name what kind of connection you’re missing.
I guess i want to yell more than usual.,anger,That urge can be intense. Giving yourself a pause can create room to express what’s wrong without escalating things There’s no need to rush your response.
I’m proud of myself for some reason.,joy,You have every reason to pause and recognize what you accomplished
I guess i’m afraid to find out more than usual.,fear,Waiting for an answer can be frightening. You can take the moment one piece at a time instead of carrying the whole uncertainty at once There’s no need to rush your response.
"Lately, i have a question honestly.",neutral,"Sure, go ahead. I’ll do my best to help you work through it You can take it one moment at a time."
Today was pretty normal today.,neutral,"Sometimes a normal day is simply a normal day. What stood out, if anything?"
"I guess whoa, seriously at the moment.",surprise,That definitely sounds unexpected. Sometimes a little pause helps the surprise settle There’s no need to rush your response.
This annoys me today.,anger,Repeated problems can wear down your patience. It’s understandable to feel angry when the same issue keeps returning.
"Honestly, i’m deeply uncomfortable with this more than usual.",disgust,"Your discomfort matters. You can pause, create some distance, and decide what boundary feels right"
"For some reason, i’m having a rough time tonight.",sadness,I’m sorry you’re going through a rough patch. You don’t have to solve everything at once.
"For some reason, well, that’s new honestly.",surprise,Something clearly caught you off guard. It’s okay to simply observe your reaction for a moment.
Feeling great after everything that happened.,joy,That happiness sounds lovely. Give yourself permission to enjoy this moment.
"Right now, whoa, seriously honestly.",surprise,That definitely sounds unexpected. Sometimes a little pause helps the surprise settle.
"For some reason, i don’t really know what to say this morning.",neutral,"That’s completely fine. You can start with whatever feels easiest, even if it’s just one sentence."
"Right now, i’m scared about tomorrow for some reason.",fear,"Uncertainty can make tomorrow feel much bigger than it is. For now, focus on what you can handle today"
"For some reason, i’m annoyed beyond words today.",anger,That sounds like a lot of irritation building up. A short break may help you sort out what specifically crossed the line
"Right now, i’m excited about what’s next at the moment.",joy,That excitement can be a great source of energy. Let it carry you forward one step at a time
